QueryId,QueryName,GoogleSearchResultId,BingSearchResultId,GTitleNumOfTokens,BTitleNumOfTokens,TitleTokensJaccardSim,GTitleNumOfTerms,BTitleNumOfTerms,TitleTermsJaccardSim,GSnippetNumOfTokens,BSnippetNumOfTokens,SnippetTokensJaccardSim,GSnippetNumOfTerms,BSnippetNumOfTerms,SnippetTremsJaccardSim
71,المذهب المالكي,6973,22038,3,5,0.6,3,4,0.75,13,13,0.84615386,11,11,1.0
71,المذهب المالكي,6965,22039,2,2,1.0,2,2,1.0,27,18,0.08108108,23,11,0.071428575
71,المذهب المالكي,6970,22044,7,7,1.0,6,6,1.0,33,16,0.069767445,30,10,0.12903225
71,المذهب المالكي,6963,22047,3,5,0.6,3,4,0.75,27,17,0.05,23,14,0.060606062
71,المذهب المالكي,6991,22048,5,5,1.0,4,4,1.0,25,14,0.52,21,10,0.5
71,المذهب المالكي,6964,22049,10,10,1.0,8,8,1.0,32,19,0.5862069,22,13,0.59090906
71,المذهب المالكي,6958,22052,3,5,0.6,3,4,0.75,28,16,0.6,24,12,0.5555556
71,المذهب المالكي,6993,22054,3,5,0.6,3,4,0.75,27,15,0.025641026,20,13,0.0
71,المذهب المالكي,7006,22056,3,5,0.6,3,4,0.75,30,16,0.48387095,23,11,0.47826087
71,المذهب المالكي,7001,22061,7,7,1.0,5,5,1.0,35,20,0.51724136,19,11,0.625
71,المذهب المالكي,6972,22063,10,9,0.72727275,9,7,0.7777778,30,14,0.46666667,22,11,0.52380955
71,المذهب المالكي,6976,22081,11,9,0.53846157,8,6,0.75,34,15,0.046511628,24,10,0.035714287
71,المذهب المالكي,6998,22086,8,8,1.0,5,5,1.0,23,15,0.060606062,16,9,0.1
71,المذهب المالكي,7016,22107,6,6,1.0,5,5,1.0,26,16,0.5833333,20,11,0.64705884
71,المذهب المالكي,7020,22113,10,9,0.72727275,8,7,0.875,30,17,0.51724136,22,12,0.6666667
71,المذهب المالكي,7014,22199,2,4,0.5,2,3,0.6666667,25,13,0.46153846,24,12,0.5
72,نوري المالكي,7056,22235,6,6,1.0,5,5,1.0,28,18,0.60714287,19,13,0.7222222
72,نوري المالكي,7127,22236,9,8,1.0,7,7,1.0,23,17,0.15625,20,13,0.1923077
72,نوري المالكي,7057,22239,2,4,0.5,2,3,0.6666667,31,15,0.04761905,18,11,0.0
72,نوري المالكي,7064,22243,6,6,1.0,5,5,1.0,30,17,0.53333336,22,13,0.59090906
72,نوري المالكي,7072,22244,5,5,1.0,4,4,1.0,27,17,0.08108108,26,12,0.06451613
72,نوري المالكي,7058,22247,7,7,1.0,7,7,1.0,29,15,0.07317073,23,15,0.1875
72,نوري المالكي,7068,22249,5,5,1.0,4,4,1.0,27,15,0.051282052,22,13,0.13793103
72,نوري المالكي,7066,22256,11,10,0.90909094,10,9,0.9,26,16,0.44827586,21,14,0.5217391
72,نوري المالكي,7124,22283,13,12,0.84615386,9,8,1.0,28,13,0.20689656,21,9,0.23809524
74,فايز المالكي,7256,22638,6,6,1.0,5,5,1.0,29,18,0.5714286,21,12,0.6
74,فايز المالكي,7257,22639,5,5,0.6666667,4,4,0.6,19,16,0.45833334,18,14,0.6
74,فايز المالكي,7283,22647,11,9,0.6666667,8,6,0.75,31,17,0.55172414,18,11,0.5882353
74,فايز المالكي,7303,22653,14,11,0.78571427,9,8,0.8888889,32,17,0.5483871,22,12,0.6
86,حيوان البقرة,8457,25035,5,5,1.0,4,4,1.0,41,18,0.104166664,30,11,0.029411765
86,حيوان البقرة,8478,25036,5,5,1.0,4,4,1.0,36,18,0.0,29,11,0.05882353
86,حيوان البقرة,8460,25041,5,5,1.0,4,4,1.0,31,17,0.0,20,11,0.035714287
86,حيوان البقرة,8508,25064,5,5,1.0,4,4,1.0,27,17,0.11764706,20,13,0.15384616
86,حيوان البقرة,8508,25065,5,5,1.0,4,4,1.0,27,17,0.11764706,20,13,0.15384616
86,حيوان البقرة,8491,25099,13,11,0.84615386,9,7,0.7777778,30,17,0.022727273,21,12,0.10714286
86,حيوان البقرة,8482,25108,12,10,0.8333333,9,7,0.7777778,30,18,0.11904762,20,12,0.125
86,حيوان البقرة,8468,25136,3,3,1.0,2,2,1.0,31,18,0.4827586,27,13,0.42857143
87,سورة البقرة,8580,25240,6,6,1.0,5,5,1.0,32,13,0.41935483,22,8,0.3809524
87,سورة البقرة,8608,25241,6,6,1.0,6,6,1.0,35,13,0.02173913,22,12,0.0
87,سورة البقرة,8559,25242,6,6,1.0,5,5,1.0,33,19,0.5151515,22,12,0.5
87,سورة البقرة,8559,25245,6,6,1.0,5,5,1.0,33,19,0.5151515,22,12,0.5
87,سورة البقرة,8582,25247,11,11,1.0,9,9,1.0,30,17,0.48387095,26,12,0.48
87,سورة البقرة,8602,25248,11,10,0.90909094,10,10,1.0,18,17,0.8235294,17,16,0.93333334
87,سورة البقرة,8577,25249,14,12,0.85714287,11,10,0.90909094,18,18,0.8947368,17,17,1.0
87,سورة البقرة,8639,25250,7,7,1.0,6,6,1.0,33,20,0.06818182,23,14,0.03125
87,سورة البقرة,8600,25251,5,5,1.0,4,4,1.0,35,21,0.0625,21,14,0.06666667
87,سورة البقرة,8574,25252,11,11,1.0,8,8,1.0,30,23,0.22222222,21,16,0.2857143
87,سورة البقرة,8568,25254,5,5,1.0,4,4,1.0,7,19,0.33333334,6,11,0.6
87,سورة البقرة,8631,25256,11,11,1.0,8,8,1.0,18,15,0.5263158,12,12,0.6
87,سورة البقرة,8632,25258,10,10,1.0,8,8,1.0,34,18,0.4516129,26,14,0.5217391
89,شركة صخر,25535,31035,6,6,1.0,5,5,1.0,26,15,0.56,23,12,0.5263158
89,شركة صخر,25536,31044,6,6,1.0,5,5,1.0,27,17,0.22222222,23,13,0.34615386
89,شركة صخر,25626,31045,6,6,1.0,5,5,1.0,31,15,0.051282052,22,12,0.037037037
89,شركة صخر,25546,31047,8,8,1.0,6,6,1.0,23,13,0.09090909,19,11,0.115384616
89,شركة صخر,25572,31074,14,13,1.0,9,8,1.0,30,14,0.051282052,23,10,0.03448276
89,شركة صخر,25572,31075,14,13,1.0,9,8,1.0,30,14,0.051282052,23,10,0.03448276
89,شركة صخر,25630,31096,8,8,1.0,7,7,1.0,31,11,0.078947365,23,8,0.071428575
89,شركة صخر,25544,31160,8,8,1.0,7,7,1.0,28,17,0.61538464,21,12,0.5294118
89,شركة صخر,25544,31172,8,8,1.0,7,7,1.0,28,17,0.61538464,21,12,0.5294118
90,صخر بن عمرو أخو الخنساء,25635,31235,7,7,1.0,6,6,1.0,35,22,0.5217391,30,17,0.47058824
90,صخر بن عمرو أخو الخنساء,25637,31236,5,5,1.0,4,4,1.0,65,22,0.097222224,48,15,0.1
90,صخر بن عمرو أخو الخنساء,25648,31249,4,4,1.0,3,3,1.0,31,17,0.05,25,10,0.18518518
90,صخر بن عمرو أخو الخنساء,25645,31253,11,11,1.0,8,8,1.0,36,20,0.5151515,26,12,0.5
90,صخر بن عمرو أخو الخنساء,25645,31271,11,11,1.0,8,8,1.0,36,20,0.5151515,26,12,0.5
90,صخر بن عمرو أخو الخنساء,25639,31277,1,2,0.0,1,2,0.0,47,19,0.18604651,39,14,0.23333333
90,صخر بن عمرو أخو الخنساء,25660,31298,11,11,1.0,8,8,1.0,37,19,0.1388889,29,11,0.2
90,صخر بن عمرو أخو الخنساء,25669,31310,14,12,0.0,8,8,0.071428575,35,24,0.25,23,16,0.42857143
90,صخر بن عمرو أخو الخنساء,25669,31319,14,12,0.0,8,8,0.071428575,35,24,0.25,23,16,0.42857143
90,صخر بن عمرو أخو الخنساء,25678,31359,7,7,1.0,6,6,1.0,77,20,0.2,70,16,0.20512821
90,صخر بن عمرو أخو الخنساء,25678,31368,7,7,1.0,6,6,1.0,77,20,0.2,70,16,0.20512821
155,صخر حجري,45815,45536,6,6,1.0,5,5,1.0,41,15,0.025641026,28,12,0.0
95,الاقتران الزواج,26190,32237,7,7,1.0,5,5,1.0,33,20,0.020408163,22,12,0.08
95,الاقتران الزواج,26161,32243,2,1,0.0,1,1,0.0,24,17,0.055555556,21,12,0.06896552
95,الاقتران الزواج,26182,32255,11,11,1.0,10,10,1.0,31,17,0.075,23,12,0.032258064
95,الاقتران الزواج,26165,32305,12,10,0.8333333,8,7,0.875,31,16,0.044444446,23,14,0.09090909
95,الاقتران الزواج,26164,32327,12,10,0.6923077,11,9,0.8181818,30,15,0.04761905,23,13,0.17857143
95,الاقتران الزواج,26230,32330,7,7,1.0,4,4,1.0,38,20,0.54285717,22,13,0.59090906
95,الاقتران الزواج,26169,32419,3,5,0.6,2,3,0.6666667,32,18,0.34375,21,10,0.27272728
96,الاقتران في الرياضيات,26242,32435,5,5,1.0,3,3,1.0,29,18,0.09756097,22,11,0.16
96,الاقتران في الرياضيات,26276,32438,6,6,1.0,5,5,1.0,37,17,0.05882353,27,10,0.0952381
96,الاقتران في الرياضيات,26325,32454,3,5,0.6,3,4,0.75,47,14,0.0754717,32,9,0.0882353
98,العزيز اسماء الله الحسنى,26435,32835,8,8,1.0,7,7,1.0,33,19,0.5483871,22,11,0.52380955
98,العزيز اسماء الله الحسنى,26436,32837,4,5,0.5,3,4,0.75,31,15,0.10810811,23,9,0.31578946
98,العزيز اسماء الله الحسنى,26451,32840,7,7,1.0,6,6,1.0,46,13,0.020408163,29,7,0.11111111
98,العزيز اسماء الله الحسنى,26437,32841,6,8,0.75,4,5,0.8,31,18,0.18421052,23,13,0.2
98,العزيز اسماء الله الحسنى,26467,32851,15,13,0.6923077,10,8,0.7777778,23,18,0.65,14,12,0.71428573
98,العزيز اسماء الله الحسنى,26531,32869,1,5,0.0,1,4,0.0,32,14,0.027027028,23,10,0.16
98,العزيز اسماء الله الحسنى,26469,32874,14,12,0.85714287,12,11,0.9166667,19,13,0.45454547,15,13,0.5555556
98,العزيز اسماء الله الحسنى,26436,46334,4,5,0.5,3,4,0.75,31,19,0.09756097,23,12,0.08
99,بوتيفار عزيز مصر,26535,33035,5,5,1.0,4,4,1.0,22,17,0.15625,17,13,0.16666667
99,بوتيفار عزيز مصر,26536,33037,5,5,1.0,4,4,1.0,29,15,0.27272728,23,12,0.3181818
99,بوتيفار عزيز مصر,26538,33044,5,5,1.0,4,4,1.0,30,17,0.5,19,11,0.5882353
99,بوتيفار عزيز مصر,26538,33046,5,5,1.0,4,4,1.0,30,17,0.5,19,11,0.5882353
99,بوتيفار عزيز مصر,26564,33061,7,7,1.0,5,5,1.0,27,4,0.10714286,24,3,0.125
99,بوتيفار عزيز مصر,26561,33065,6,6,1.0,5,5,1.0,24,4,0.07692308,23,3,0.13043478
99,بوتيفار عزيز مصر,26539,33067,9,7,0.6,7,5,0.71428573,34,10,0.20588236,24,8,0.3
99,بوتيفار عزيز مصر,26556,33086,7,7,1.0,6,6,1.0,33,17,0.13157895,23,10,0.17391305
99,بوتيفار عزيز مصر,26556,33096,7,7,1.0,6,6,1.0,33,17,0.13157895,23,10,0.17391305
104,جريدة الاهرام المصرية,27035,34035,4,4,1.0,3,3,1.0,10,17,0.041666668,10,11,0.05
104,جريدة الاهرام المصرية,27036,34037,3,4,0.4,3,3,1.0,27,15,0.0,22,9,0.03448276
104,جريدة الاهرام المصرية,27041,34038,11,10,0.90909094,9,8,1.0,30,16,0.42105263,19,10,0.5
104,جريدة الاهرام المصرية,27051,34039,4,4,1.0,3,3,1.0,28,15,0.20833333,24,11,0.29411766
104,جريدة الاهرام المصرية,27037,34040,2,2,1.0,2,2,1.0,27,16,0.10810811,21,12,0.10344828
104,جريدة الاهرام المصرية,27038,34042,4,4,1.0,3,3,1.0,10,10,0.8181818,10,10,1.0
104,جريدة الاهرام المصرية,27055,34045,3,8,0.1,3,6,0.125,24,15,0.060606062,21,12,0.07692308
104,جريدة الاهرام المصرية,27064,34046,4,4,1.0,3,3,1.0,26,10,0.0,24,7,0.0
104,جريدة الاهرام المصرية,27047,34049,4,4,1.0,3,3,1.0,23,15,0.028571429,20,12,0.06896552
104,جريدة الاهرام المصرية,27066,34052,3,4,0.4,3,3,1.0,27,17,0.5555556,20,11,0.57894737
104,جريدة الاهرام المصرية,27042,34053,6,6,1.0,5,5,1.0,25,18,0.055555556,22,12,0.071428575
104,جريدة الاهرام المصرية,27053,34055,14,11,0.8,8,6,0.71428573,24,14,0.5,20,10,0.46666667
104,جريدة الاهرام المصرية,27084,34057,4,6,0.8,3,4,0.75,21,17,0.05882353,16,13,0.03846154
104,جريدة الاهرام المصرية,27065,34058,2,2,1.0,2,2,1.0,28,18,0.023809524,21,13,0.0
104,جريدة الاهرام المصرية,27050,34059,13,10,0.8888889,7,5,0.8,27,17,0.6666667,19,11,0.6
104,جريدة الاهرام المصرية,27084,34068,4,6,0.8,3,4,0.75,21,17,0.05882353,16,13,0.03846154
104,جريدة الاهرام المصرية,27050,34070,13,10,0.8888889,7,5,0.8,27,17,0.6666667,19,11,0.6
104,جريدة الاهرام المصرية,27106,34071,11,11,1.0,9,9,1.0,27,15,0.5555556,20,11,0.6875
104,جريدة الاهرام المصرية,27103,34073,5,5,1.0,4,4,1.0,11,11,0.8888889,11,11,1.0
104,جريدة الاهرام المصرية,27082,34075,8,8,1.0,6,6,1.0,22,12,0.27272728,19,9,0.2631579
104,جريدة الاهرام المصرية,27091,34076,2,4,0.5,2,3,0.6666667,15,15,0.8666667,13,13,1.0
104,جريدة الاهرام المصرية,27045,34085,2,2,1.0,2,2,1.0,25,18,0.025641026,21,14,0.0625
104,جريدة الاهرام المصرية,27062,34090,5,5,1.0,4,4,1.0,20,17,0.074074075,16,11,0.26666668
104,جريدة الاهرام المصرية,27056,34100,3,3,1.0,3,3,1.0,24,16,0.055555556,20,12,0.06896552
104,جريدة الاهرام المصرية,27057,34104,3,5,0.6,3,4,0.75,28,9,0.037037037,23,8,0.09090909
104,جريدة الاهرام المصرية,27077,34106,8,8,1.0,7,7,1.0,27,16,0.05,20,10,0.16
104,جريدة الاهرام المصرية,27113,34116,2,4,0.5,2,3,0.6666667,34,12,0.12,19,9,0.4375
104,جريدة الاهرام المصرية,27057,34131,3,5,0.6,3,4,0.75,28,9,0.037037037,23,8,0.09090909
104,جريدة الاهرام المصرية,27042,46241,6,3,0.0,5,3,0.33333334,25,18,0.055555556,22,12,0.071428575
105,اهرام الجيزة,27135,34235,6,6,1.0,5,5,1.0,31,17,0.4642857,20,12,0.5882353
105,اهرام الجيزة,27137,34236,4,4,1.0,3,3,1.0,33,16,0.42307693,26,12,0.5
105,اهرام الجيزة,27145,34238,2,9,0.0,2,6,0.0,22,17,0.0,20,13,0.0
105,اهرام الجيزة,27142,34242,4,4,1.0,3,3,1.0,27,14,0.5416667,22,13,0.6111111
105,اهرام الجيزة,27142,34246,4,4,1.0,3,3,1.0,27,14,0.5416667,22,13,0.6111111
105,اهرام الجيزة,27233,34251,4,4,1.0,3,3,1.0,33,7,0.23333333,22,6,0.375
105,اهرام الجيزة,27155,34258,14,11,0.6666667,10,7,0.7,30,17,0.0952381,21,10,0.15384616
105,اهرام الجيزة,27154,34279,13,11,0.71428573,10,9,0.9,30,16,0.36363637,24,13,0.42307693
108,جلمة جنين,27435,34835,6,6,1.0,5,5,1.0,24,13,0.0,20,10,0.0
108,جلمة جنين,27445,34842,6,6,1.0,5,5,1.0,37,17,0.125,25,13,0.13043478
113,عبد الله بن عبد العزيز آل سعود ملك السعودية,27935,35835,11,11,1.0,10,10,1.0,20,20,0.20833333,15,17,0.23529412
113,عبد الله بن عبد العزيز آل سعود ملك السعودية,27941,35837,13,12,0.61538464,12,10,0.8,64,21,0.15686275,53,18,0.23684211
113,عبد الله بن عبد العزيز آل سعود ملك السعودية,27955,46366,14,12,0.84615386,12,11,0.90909094,22,18,0.46153846,21,16,0.54545456
114,عبد الله الثاني بن الحسين ملك الأردن الحالي,28035,36035,9,9,1.0,8,8,1.0,25,18,0.083333336,18,13,0.17391305
114,عبد الله الثاني بن الحسين ملك الأردن الحالي,28111,36036,8,8,1.0,7,7,1.0,32,11,0.33333334,28,8,0.46666667
114,عبد الله الثاني بن الحسين ملك الأردن الحالي,28105,36039,5,5,1.0,4,4,1.0,33,18,0.5185185,26,15,0.5263158
114,عبد الله الثاني بن الحسين ملك الأردن الحالي,28118,36049,8,8,1.0,6,6,1.0,46,19,0.2777778,41,18,0.39130434
114,عبد الله الثاني بن الحسين ملك الأردن الحالي,28078,36053,7,7,1.0,6,6,1.0,29,19,0.05,19,12,0.18181819
116,جامعة الدول العربية,28236,36435,3,3,1.0,3,3,1.0,21,11,0.0,20,11,0.0
116,جامعة الدول العربية,28235,36436,7,7,1.0,6,6,1.0,26,15,0.6086956,20,13,0.64705884
116,جامعة الدول العربية,28242,36437,5,5,1.0,4,4,1.0,29,16,0.5185185,23,12,0.625
116,جامعة الدول العربية,28238,36438,5,5,1.0,5,5,1.0,30,15,0.4814815,21,12,0.5555556
116,جامعة الدول العربية,28254,36442,5,8,0.625,5,8,0.625,26,18,0.10810811,21,11,0.2173913
116,جامعة الدول العربية,28254,36445,5,8,0.625,5,8,0.625,26,18,0.10810811,21,11,0.2173913
116,جامعة الدول العربية,28286,36448,6,6,1.0,5,5,1.0,31,15,0.42857143,22,9,0.4
116,جامعة الدول العربية,28246,36455,4,4,1.0,4,4,1.0,37,15,0.31428573,30,11,0.2962963
116,جامعة الدول العربية,28291,36463,6,6,1.0,5,5,1.0,24,17,0.057142857,21,11,0.03846154
116,جامعة الدول العربية,28257,36468,6,6,1.0,5,5,1.0,38,18,0.5,25,11,0.45
116,جامعة الدول العربية,28284,36483,4,6,0.6666667,4,5,0.8,27,15,0.0882353,21,13,0.115384616
116,جامعة الدول العربية,28284,36498,4,6,0.6666667,4,5,0.8,27,15,0.0882353,21,13,0.115384616
116,جامعة الدول العربية,28321,36522,6,6,1.0,5,5,1.0,26,18,0.025641026,20,12,0.0
116,جامعة الدول العربية,28278,36549,3,5,0.6,3,4,0.75,28,16,0.5185185,17,12,0.64285713
116,جامعة الدول العربية,28282,36588,3,5,0.6,3,4,0.75,23,16,0.6,17,11,0.64285713
117,الجامعة العربية المفتوحة,28341,36636,5,5,1.0,4,4,1.0,27,13,0.028571429,18,8,0.041666668
117,الجامعة العربية المفتوحة,28343,36639,2,2,1.0,2,2,1.0,23,16,0.15151516,20,13,0.1923077
117,الجامعة العربية المفتوحة,28346,36643,12,11,0.8888889,9,8,1.0,24,14,0.61904764,19,11,0.64705884
117,الجامعة العربية المفتوحة,28338,36649,7,7,1.0,6,6,1.0,25,14,0.09677419,22,10,0.13636364
117,الجامعة العربية المفتوحة,28375,36653,9,9,1.0,6,6,1.0,25,16,0.6,22,12,0.5625
119,جامع السكاكيني حلب,28540,37037,6,6,1.0,5,5,1.0,35,15,0.2,24,13,0.23529412
119,جامع السكاكيني حلب,28536,37048,9,7,0.33333334,8,4,0.33333334,27,16,0.39285713,18,12,0.47368422
119,جامع السكاكيني حلب,28540,46385,6,6,1.0,5,5,1.0,35,10,0.22222222,24,8,0.26666668
120,خليل السكاكيني,28635,37235,6,6,1.0,5,5,1.0,26,18,0.68,18,11,0.6111111
120,خليل السكاكيني,28659,37237,3,3,1.0,2,2,1.0,21,15,0.61904764,18,11,0.64705884
120,خليل السكاكيني,28636,37238,9,8,0.8888889,8,7,0.875,24,22,0.64,18,16,1.0
120,خليل السكاكيني,28650,37242,12,11,1.0,11,10,1.0,30,23,0.6666667,26,19,0.6818182
120,خليل السكاكيني,28637,37247,6,10,0.0,6,8,0.0,27,16,0.56,22,12,0.55
120,خليل السكاكيني,28657,37251,10,8,0.8,9,7,0.75,26,12,0.13333334,20,10,0.23809524
120,خليل السكاكيني,28660,37259,9,9,1.0,8,8,1.0,31,11,0.0,22,11,0.033333335
120,خليل السكاكيني,28670,37260,6,6,1.0,5,5,1.0,23,14,0.5217391,19,12,0.6111111
120,خليل السكاكيني,28641,37263,2,4,0.5,2,3,0.6666667,17,14,0.11111111,14,11,0.09090909
120,خليل السكاكيني,28652,37281,2,4,0.5,2,3,0.6666667,26,15,0.5,18,10,0.5625
120,خليل السكاكيني,28649,37285,10,10,1.0,8,8,1.0,29,13,0.025641026,21,9,0.07692308
120,خليل السكاكيني,28639,37334,5,5,1.0,5,5,1.0,30,16,0.15384616,21,12,0.13793103
120,خليل السكاكيني,28665,37335,10,9,0.5833333,9,8,0.7,30,15,0.4827586,20,12,0.6111111
120,خليل السكاكيني,28693,37356,7,7,1.0,6,6,1.0,28,15,0.28125,22,10,0.3181818
122,مدينة بورصة التركية,28835,37635,6,6,1.0,5,5,1.0,26,16,0.5555556,22,13,0.57894737
122,مدينة بورصة التركية,28841,37640,11,11,1.0,8,8,1.0,25,16,0.2,22,13,0.31578946
122,مدينة بورصة التركية,28864,37642,11,10,0.90909094,8,7,0.875,27,16,0.39285713,21,11,0.33333334
122,مدينة بورصة التركية,28853,37644,7,7,1.0,5,5,1.0,33,15,0.05,20,12,0.03448276
122,مدينة بورصة التركية,28853,37645,7,7,1.0,5,5,1.0,33,15,0.05,20,12,0.03448276
122,مدينة بورصة التركية,28910,37648,14,13,0.78571427,9,8,0.875,25,12,0.27586207,20,11,0.3043478
122,مدينة بورصة التركية,28907,37649,10,10,1.0,8,8,1.0,27,19,0.21621622,24,14,0.23333333
122,مدينة بورصة التركية,28875,37650,10,10,1.0,8,8,1.0,28,21,0.06818182,24,11,0.0625
122,مدينة بورصة التركية,28933,37651,17,12,0.8,9,7,0.7777778,29,17,0.054054055,22,10,0.074074075
122,مدينة بورصة التركية,28849,37654,6,6,1.0,4,4,1.0,30,15,0.4814815,19,11,0.6
122,مدينة بورصة التركية,28838,37660,5,5,1.0,4,4,1.0,29,15,0.56,20,12,0.57894737
122,مدينة بورصة التركية,28931,37668,12,11,0.90909094,9,8,0.875,33,8,0.0,13,7,0.0
122,مدينة بورصة التركية,28903,37676,4,6,0.8,3,4,0.75,29,24,0.021276595,22,24,0.025
122,مدينة بورصة التركية,28872,37683,8,8,1.0,6,6,1.0,29,17,0.60714287,24,14,0.61904764
122,مدينة بورصة التركية,28919,37741,11,11,1.0,9,9,1.0,24,15,0.16666667,19,11,0.27272728
122,مدينة بورصة التركية,28850,37744,10,9,0.72727275,8,7,0.875,28,17,0.375,22,13,0.36363637
122,مدينة بورصة التركية,28919,37768,11,11,1.0,9,9,1.0,24,15,0.16666667,19,11,0.27272728
122,مدينة بورصة التركية,28857,37817,12,10,0.8333333,9,8,0.8888889,30,16,0.12195122,22,13,0.20689656
123,بورصة سوق الاوراق المالية والسندات المالية,28943,37838,13,11,0.9166667,10,8,0.8888889,30,15,0.08108108,19,9,0.33333334
123,بورصة سوق الاوراق المالية والسندات المالية,28935,37843,7,7,1.0,6,6,1.0,24,19,0.0,17,12,0.04347826
123,بورصة سوق الاوراق المالية والسندات المالية,29005,37844,14,13,0.7,11,9,0.85714287,25,14,0.34615386,20,10,0.36842105
123,بورصة سوق الاوراق المالية والسندات المالية,29005,37845,14,13,0.7,11,9,0.85714287,25,14,0.34615386,20,10,0.36842105
123,بورصة سوق الاوراق المالية والسندات المالية,28985,37846,7,7,1.0,6,6,1.0,32,15,0.1388889,23,11,0.20833333
123,بورصة سوق الاوراق المالية والسندات المالية,29034,37889,11,9,0.8181818,9,8,0.8888889,25,13,0.06451613,17,10,0.041666668
125,عين الحسد,29135,38235,5,7,0.8333333,4,5,0.8,31,18,0.02173913,21,12,0.125
125,عين الحسد,29136,38236,6,6,1.0,5,5,1.0,26,17,0.6,19,11,0.5555556
125,عين الحسد,29139,38240,13,11,0.9166667,9,8,0.8888889,21,18,0.027027028,14,9,0.04761905
125,عين الحسد,29143,38241,13,12,0.90909094,9,9,1.0,33,19,0.08695652,22,12,0.2
125,عين الحسد,29147,38242,8,8,1.0,6,6,1.0,32,20,0.0,21,14,0.1
125,عين الحسد,29161,38243,4,4,1.0,3,3,1.0,23,21,0.027777778,18,13,0.041666668
125,عين الحسد,29141,38244,5,5,1.0,5,5,1.0,31,20,0.06666667,23,12,0.07692308
125,عين الحسد,29141,38248,5,5,1.0,5,5,1.0,31,20,0.06666667,23,12,0.07692308
125,عين الحسد,29157,38293,8,8,1.0,6,6,1.0,31,20,0.0,20,13,0.032258064
125,عين الحسد,29153,38321,11,11,1.0,9,9,1.0,31,16,0.046511628,25,10,0.030303031
125,عين الحسد,29234,38413,16,13,0.7058824,12,9,0.75,35,20,0.08,21,12,0.22222222
126,عضو العين,29244,38442,1,3,0.33333334,1,2,0.5,31,19,0.58064514,21,13,0.6
126,عضو العين,29236,38443,6,6,1.0,5,5,1.0,35,20,0.5625,29,13,0.5
126,عضو العين,29259,38445,1,12,0.0,1,7,0.0,29,17,0.64,19,12,0.64705884
126,عضو العين,29250,38458,5,5,1.0,4,4,1.0,33,18,0.5714286,20,11,0.55
126,عضو العين,29242,38463,12,10,0.8333333,9,8,0.8888889,25,15,0.6,19,12,0.75
126,عضو العين,29242,38468,12,10,0.8333333,9,8,0.8888889,25,15,0.6,19,12,0.75
126,عضو العين,29256,38476,8,8,1.0,7,7,1.0,29,15,0.31034482,22,11,0.33333334
126,عضو العين,29262,38480,1,3,0.33333334,1,2,0.5,32,19,0.5925926,21,12,0.6111111
128,مذهب الظاهرية,29435,38835,5,5,1.0,4,4,1.0,45,17,0.3902439,37,14,0.36363637
128,مذهب الظاهرية,29437,38837,10,10,1.0,8,8,1.0,33,18,0.6,26,14,0.61904764
128,مذهب الظاهرية,29449,38844,7,7,1.0,6,6,1.0,30,17,0.44827586,22,14,0.5
128,مذهب الظاهرية,29449,38845,7,7,1.0,6,6,1.0,30,17,0.44827586,22,14,0.5
128,مذهب الظاهرية,29525,38872,8,8,1.0,5,5,1.0,29,16,0.5,17,8,0.5
128,مذهب الظاهرية,29525,38878,8,8,1.0,5,5,1.0,29,16,0.5,17,8,0.5
128,مذهب الظاهرية,29474,38892,8,8,1.0,6,6,1.0,33,17,0.375,27,12,0.4347826
128,مذهب الظاهرية,29492,38901,2,4,0.5,2,3,0.6666667,30,15,0.5,22,12,0.5714286
128,مذهب الظاهرية,29474,38905,8,8,1.0,6,6,1.0,33,17,0.375,27,12,0.4347826
128,مذهب الظاهرية,29496,38906,5,6,0.8333333,4,4,1.0,25,13,0.39130434,24,11,0.45
128,مذهب الظاهرية,29464,38931,10,10,1.0,7,7,1.0,30,15,0.16666667,22,8,0.16
128,مذهب الظاهرية,29505,38960,14,12,0.6923077,11,8,0.72727275,34,18,0.5483871,26,12,0.5217391
128,مذهب الظاهرية,29511,38995,3,5,0.6,3,4,0.75,28,14,0.027027028,20,8,0.08695652
128,مذهب الظاهرية,29463,38996,8,11,0.2857143,6,7,0.33333334,30,16,0.045454547,22,11,0.06666667
128,مذهب الظاهرية,29503,39010,9,11,0.0,7,10,0.0,38,20,0.2857143,19,10,0.22727273
129,ظاهرية الخليل,29535,46243,6,2,0.33333334,5,2,0.4,24,16,0.6086956,20,12,0.6111111
129,ظاهرية الخليل,29535,46244,6,3,0.125,5,3,0.14285715,24,16,0.6086956,20,12,0.6111111
129,ظاهرية الخليل,29535,46245,6,3,0.125,5,3,0.33333334,24,16,0.6086956,20,12,0.6111111
129,ظاهرية الخليل,29535,46409,6,6,1.0,5,5,1.0,24,19,0.08108108,20,12,0.2
134,طرابلس مدينة لبنان,30035,40035,6,6,1.0,5,5,1.0,19,15,0.0625,14,13,0.08
134,طرابلس مدينة لبنان,30048,40036,5,5,1.0,4,4,1.0,18,15,0.0,14,10,0.125
134,طرابلس مدينة لبنان,30077,40041,12,12,1.0,8,8,1.0,26,16,0.5769231,23,14,0.6363636
134,طرابلس مدينة لبنان,30082,40042,12,12,1.0,8,8,1.0,20,16,0.7777778,16,13,0.7692308
134,طرابلس مدينة لبنان,30064,40044,10,10,1.0,9,9,1.0,24,5,0.16666667,18,4,0.2
